Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2590,P0595-102,DISN Technology Refreshment (LETR/0300),10,onTime,2007-01-11T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,717.945,113.975,113.974,0.001,0,2012-04-27T00:00:00Z,09:58:24,P0595-102
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2591,P0595-103,DISN TECHNOLOGY REFRESHMENT (LETR/0400),10,delay,2007-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,-153,-16.79,37.845,7.4,7.4,0,0,2012-01-30T00:00:00Z,13:41:15,P0595-103
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2592,P0595-104,PRESIDENTIAL AND NATIONAL VOICE CONFERENCING (PNVC)(LENP/0400),9,onTime,2008-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,68.964,6.255,6.255,0,0,2011-10-26T00:00:00Z,08:56:49,P0595-104
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2593,P0595-105,DEFENSE RED SWITCH NETWORK (DRSN) (LE4C/0400),8,onTime,2009-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,16.924,3.798,3.798,0,0,2011-10-26T00:00:00Z,08:56:49,P0595-105
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2594,P0595-106,ENHANCED PENTAGON CAPABILITY / SURVIVABLE EMERGENCY CONFERENCING NETWORK (EPC/SECN) (LE4D/0300-0100),9,onTime,2008-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,16.011,10.987,10.987,0,0,2011-10-26T00:00:00Z,08:56:49,P0595-106
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2595,P0595-107,JOINT WORLDWIDE INTELLIGENCE COMMUNICATIONS SYSTEM (JWICS) (LE2M/0300),9,onTime,2008-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,112.442,18.1,18.1,0,0,2011-10-26T00:00:00Z,08:56:49,P0595-107
007-000000595,27,7,Department of Defense,DEFENSE INFORMATION SYSTEM NETWORK,2596,P0595-108,OPERATIONAL SUPPORT SYSTEMS (OSS) (LEMT/0400),9,onTime,2008-01-10T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,12.543,2.653,2.653,0,0,2011-10-26T00:00:00Z,08:56:49,P0595-108
007-000000599,899,7,Department of Defense,Integrated Personnel and Pay System - Army,2597,P0599-101,Integrated Personnel and Pay System - Army (IPPS-A) Increment I,2,delay,2009-08-09T00:00:00Z,2012-07-12T00:00:00Z,,,-30,-4.7,137.526,118.859,151.52,-32.661,-27.48,2012-11-01T00:00:00Z,08:35:33,P0599-101
007-000000613,28,7,Department of Defense,Defense Medical Logistics Standard Support,2598,P0613-101,DMLSS Modules,2,onTime,2011-01-12T00:00:00Z,2013-05-31T00:00:00Z,2013-05-31T00:00:00Z,2013-05-31T00:00:00Z,0,0,24.88,24.879,24.879,0,0,2012-01-30T00:00:00Z,13:41:16,P0613-101
007-000000688,1114,7,Department of Defense,DISTRIBUTED LEARNING SYSTEM,2599,P0688-101,The Distributed Learning System (DLS) Deployed Digital Training Campus (DDTC),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,7.876,7.876,7.876,0,0,2012-01-19T00:00:00Z,07:47:34,P0688-101
007-000000880,30,7,Department of Defense,GLOBAL BROADCAST SERVICE,2600,P0880-101,SBM DECC Transition,5,delay,2008-01-10T00:00:00Z,2013-09-30T00:00:00Z,,,-98,-12.17,122.393,24.385,24.385,0,0,2011-10-26T00:00:00Z,08:56:59,P0880-101
007-000000880,30,7,Department of Defense,GLOBAL BROADCAST SERVICE,2601,P0880-102,Receive Suite Activities,2,delay,2010-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,-62,-9.72,21.446,14.289,14.289,0,0,2011-10-26T00:00:00Z,08:56:59,P0880-102
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2602,P0881-101,GCCS-J Sustainment,1,onTime,2011-03-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,70.297,70.296,70.296,0,0,2011-10-26T00:00:00Z,08:57:00,P0881-101
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2603,P0881-102,GCCS-J Modernization,1,onTime,2011-03-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,32.921,32.918,32.918,0,0,2011-10-26T00:00:00Z,08:57:00,P0881-102
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2604,P0881-104,JPES Sustainment,1,delay,2011-03-29T00:00:00Z,2012-09-09T00:00:00Z,2012-09-09T00:00:00Z,2012-09-28T00:00:00Z,-19,-4.36,13.734,13.733,10.565,3.168,23.07,2012-07-20T00:00:00Z,06:14:24,P0881-104
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2605,P0881-106,JPES Development,1,delay,2011-03-29T00:00:00Z,2012-10-09T00:00:00Z,2012-10-09T00:00:00Z,2012-09-28T00:00:00Z,-18,-3.39,32.987,32.987,14.371,18.616,56.43,2012-07-20T00:00:00Z,06:14:24,P0881-106
007-000000882,48,7,Department of Defense,GLOBAL COMBAT SUPPORT SYSTEM-JOINT,2606,P0882-101,GCSS-J Increment 7,5,onTime,2008-10-01T00:00:00Z,2014-03-31T00:00:00Z,2012-08-11T00:00:00Z,2012-08-11T00:00:00Z,0,0,227.643,39.71,39.71,0,0,2012-01-30T00:00:00Z,13:34:48,P0882-101
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2607,P0884-101,Global Decision Support System (GDSS),19,onTime,2001-11-02T00:00:00Z,2021-09-30T00:00:00Z,,,0,0,825.103,23.661,19.132,4.529,19.14,2012-03-15T00:00:00Z,12:31:59,P0884-101
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2608,P0884-102,Aviation Operational Risk Management (AvORM),4,onTime,2010-09-19T00:00:00Z,2014-09-19T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,4.668,2.771,2.906,-0.135,-4.87,2012-01-30T00:00:00Z,13:41:17,P0884-102
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2609,P0884-103,Global Aircrew Scheduling (GAS),7,onTime,2011-01-04T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,57.403,8.925,7.373,1.552,17.39,2012-03-15T00:00:00Z,12:31:59,P0884-103
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2610,P0884-104,Global Aircrew Management (GAM),7,onTime,2011-01-04T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,70.052,13.461,12.234,1.227,9.12,2012-03-15T00:00:00Z,12:31:59,P0884-104
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2611,P0884-105,Dynamic Mission Replanning (DMR),7,onTime,2011-01-04T00:00:00Z,2018-09-30T00:00:00Z,,,0,0,123.878,17.544,15.782,1.762,10.04,2012-03-15T00:00:00Z,12:31:59,P0884-105
007-000001005,900,7,Department of Defense,Biometrics Enabling Capability,2612,P1005-101,Biometrics Enabling Capability,4,delay,2008-01-10T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,2013-06-29T00:00:00Z,-180,-29.51,131.388,19.52,25.376,-5.856,-30,2012-02-23T00:00:00Z,10:30:16,P1005-101
007-000001009,901,7,Department of Defense,Joint Personnel Identification System,2613,P1009-101,Joint Personnel Identification System,6,onTime,2009-01-10T00:00:00Z,2015-01-26T00:00:00Z,2013-02-14T00:00:00Z,2013-02-14T00:00:00Z,0,0,81.551,28.74,28.74,0,0,2012-11-01T00:00:00Z,08:35:33,P1009-101
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2614,P1017-101,Hickam AFB Infrastructure upgrade.,2,delay,2009-01-10T00:00:00Z,2011-11-30T00:00:00Z,,,-275,-34.81,0.619,0.619,0.619,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-101
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2615,P1017-102,Hurburt Field Network Infrastructure upgrade.,1,delay,2010-10-06T00:00:00Z,2011-11-30T00:00:00Z,,,-275,-51.12,0.849,0.849,0.849,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-102
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2616,P1017-103,Creech AFB network infrastructure upgrade.,0,onTime,2011-12-30T00:00:00Z,2012-11-30T00:00:00Z,,,0,0,5.961,5.961,5.961,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-103
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2617,P1017-104,Mountain Home AFB network infrastructure upgrade.,1,onTime,2011-12-30T00:00:00Z,2013-01-30T00:00:00Z,,,0,0,9.104,9.104,9.104,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-104
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2618,P1017-105,Randolph AFB network infrastructure upgrade.,1,onTime,2011-12-30T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,6.183,6.183,6.183,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-105
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2619,P1017-106,Vance AFB network infrastructure upgrade.,1,onTime,2011-12-30T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,5.126,5.126,5.126,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-106
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2620,P1017-107,Columbus AFB network infrastructure upgrade.,1,onTime,2012-01-31T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,5.322,5.322,5.322,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-107
007-000001017,906,7,Department of Defense,Information Transport System Increment 1,2621,P1017-108,Thule AB network infrastructure upgrade.,1,onTime,2012-02-28T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,2.188,2.188,2.188,0,0,2011-10-26T00:00:00Z,08:57:05,P1017-108
007-000001042,917,7,Department of Defense,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene,2622,P1042-101,Defense Occupational and Environmental Health Readiness System - Industrial Hygiene (DOEHRS-IH) Modernizations/Enhancements,0,onTime,2012-01-31T00:00:00Z,2013-01-06T00:00:00Z,2013-01-06T00:00:00Z,2013-01-06T00:00:00Z,0,0,15.812,15.812,15.812,0,0,2012-05-04T00:00:00Z,07:26:21,P1042-101
007-000001046,34,7,Department of Defense,Air and Space Operations Center - Weapon System,2623,P1046-102,AOC 10.1,8,onTime,2003-12-15T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,754.895,754.895,797,-42.105,-5.58,2011-10-26T00:00:00Z,08:57:07,P1046-102
007-000001046,34,7,Department of Defense,Air and Space Operations Center - Weapon System,2624,P1046-103,AOC 10.2,9,onTime,2007-12-09T00:00:00Z,2017-09-30T00:00:00Z,2017-09-30T00:00:00Z,2017-09-30T00:00:00Z,0,0,485.476,485.476,485.476,0,0,2011-10-26T00:00:00Z,08:57:07,P1046-103
007-000001078,909,7,Department of Defense,Air Force Intranet Increment 2,2625,P1078-101,Base Boundary Security Enhancement (BBSE),2,onTime,2012-01-31T00:00:00Z,2014-01-31T00:00:00Z,,,0,0,27,27,27,0,0,2011-10-26T00:00:00Z,08:57:08,P1078-101
007-000001078,909,7,Department of Defense,Air Force Intranet Increment 2,2626,P1078-103,Maintain existing gateways,1,onTime,2011-01-10T00:00:00Z,2012-01-10T00:00:00Z,,,0,0,33.1,33.1,33.1,0,0,2011-10-26T00:00:00Z,08:57:08,P1078-103
007-000001099,922,7,Department of Defense,Air Force Intranet Increment 3,2627,P1099-101,Air Force Network consolidation.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,17.6,17.6,17.6,0,0,2011-10-26T00:00:00Z,08:57:08,P1099-101
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2628,P0573-101,Secure Hash Algorithm (SHA) 256 Infrastructure Upgrade,1,onTime,2011-11-15T00:00:00Z,2013-05-31T00:00:00Z,,,0,0,3.404,3.404,0,3.404,100,2011-10-26T00:00:00Z,09:01:27,P0573-101
007-000000573,1124,7,Department of Defense,DEFENSE CIVILIAN PERSONNEL DATA SYSTEM,2629,P0573-102,DoD Demilitarized Zone Extension,0,onTime,2011-11-05T00:00:00Z,2012-09-30T00:00:00Z,2012-10-09T00:00:00Z,2012-10-09T00:00:00Z,0,0,1.539,0.6,0.6,0,0,2011-10-26T00:00:00Z,09:01:27,P0573-102
007-000001104,910,7,Department of Defense,Base Information Infrastructure,2630,P1104-101,Renew all mission essential software licenses and support agreements.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,32.3,32.3,32.3,0,0,2011-10-26T00:00:00Z,09:10:18,P1104-101
007-000001104,910,7,Department of Defense,Base Information Infrastructure,2631,P1104-102,Renew all mission essential hardware support contracts.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,53.4,53.4,53.4,0,0,2011-10-26T00:00:00Z,09:10:18,P1104-102
007-000001104,910,7,Department of Defense,Base Information Infrastructure,2632,P1104-103,"Update or replace obsolete, unsecure network infrastructure components.",1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,22,16.528,16.528,0,0,2011-10-26T00:00:00Z,09:10:18,P1104-103
007-000001152,911,7,Department of Defense,Voice Switching System,2633,P1152-101,Telephony Management System software license support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,3.047,3.047,3.047,0,0,2011-10-26T00:00:00Z,09:10:19,P1152-101
007-000001152,911,7,Department of Defense,Voice Switching System,2634,P1152-102,Voice Protection System (VPS) software license support.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,2.302,2.302,2.302,0,0,2011-10-26T00:00:00Z,09:10:19,P1152-102
007-000001152,911,7,Department of Defense,Voice Switching System,2635,P1152-103,Upgrade Defense Red Switch Network.,4,delay,2012-09-30T00:00:00Z,2017-04-30T00:00:00Z,,,-1157,-224.22,21.76,8.416,8.416,0,0,2011-10-26T00:00:00Z,09:10:19,P1152-103
007-000001179,912,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 2,2636,P1179-101,Increment 2 Spiral 1 Software Development,1,delay,2010-11-30T00:00:00Z,2012-01-31T00:00:00Z,2012-01-31T00:00:00Z,2012-01-31T00:00:00Z,-213,-49.88,9.188,9.187,9.187,0,0,2011-10-26T00:00:00Z,09:10:19,P1179-101
007-000001179,912,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 2,2637,P1179-102,Increment 2 Spiral 2 Software Development,1,onTime,2011-06-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,8.45,8.45,8.45,0,0,2011-10-26T00:00:00Z,09:10:19,P1179-102
007-000001179,912,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 2,2638,P1179-103,ISPAN Increment 2 Program Management Support,3,onTime,2010-01-10T00:00:00Z,2013-08-31T00:00:00Z,,,0,0,7.492,7.491,6.62,0.871,11.63,2012-03-15T00:00:00Z,12:31:59,P1179-103
007-000001179,912,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 2,2639,P1179-104,Increment 2 Hardware and Software to support Alternate Site requirement,3,onTime,2010-01-12T00:00:00Z,2013-08-31T00:00:00Z,,,0,0,6.223,4.536,4.536,0,0,2011-10-26T00:00:00Z,09:10:20,P1179-104
007-000001179,912,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 2,2640,P1179-105,ISPAN Increment 2 Post IOC Enhancements,1,onTime,2012-04-30T00:00:00Z,2013-08-31T00:00:00Z,,,0,0,10.369,10.369,10.369,0,0,2011-10-26T00:00:00Z,09:10:20,P1179-105
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2641,P1184-103,"MAF Modernizations: Special Mission ACC Platforms (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0) - Software Development, Maintenance, and Fielding",3,onTime,2011-01-01T00:00:00Z,2014-01-05T00:00:00Z,,,0,0,20.881,6.739,6.739,0,0,2011-10-26T00:00:00Z,09:10:20,P1184-103
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2642,P1184-104,"Software Maintenance of Modernized  MAF Special Mission ACC (E-3 v2.0, v3.0, v3.1/E-8 v2.0, v3.0, v3.1/RC-135 v3.0)",4,onTime,2012-01-05T00:00:00Z,2016-01-07T00:00:00Z,,,0,0,3.863,0.602,0.602,0,0,2011-10-26T00:00:00Z,09:10:20,P1184-104
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2643,P1184-105,"JPADS-MP Software Development, CAT v3.0 & v3.1",2,onTime,2011-01-08T00:00:00Z,2014-01-04T00:00:00Z,,,0,0,10.368,7.68,7.68,0,0,2011-10-26T00:00:00Z,09:10:20,P1184-105
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2644,P1184-106,"CAF Modernizations (B-1, F-15, F-16, F-22) - SW Development, Maintenance, and Fielding",6,onTime,2010-01-08T00:00:00Z,2016-01-08T00:00:00Z,,,0,0,42.307,22.376,22.376,0,0,2011-10-26T00:00:00Z,09:10:20,P1184-106
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2645,P1184-107,Increment IV; A-10 Ste 7 MPE SW Development and Fielding,2,delay,2010-01-02T00:00:00Z,2012-12-05T00:00:00Z,2012-12-05T00:00:00Z,2012-12-05T00:00:00Z,-111,-13.36,3.544,2.179,2.179,0,0,2011-10-26T00:00:00Z,09:10:20,P1184-107
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2646,P1184-108,Increment IV; F-22 Rel 12 SW Development and Fielding,2,onTime,2011-01-10T00:00:00Z,2014-01-01T00:00:00Z,2013-01-03T00:00:00Z,2013-01-03T00:00:00Z,0,0,11.994,2.262,2.262,0,0,2011-10-26T00:00:00Z,09:10:21,P1184-108
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2647,P1184-109,Increment IV; Representative Platform (E-8) - SW Development and Fielding,3,delay,2008-01-09T00:00:00Z,2012-01-04T00:00:00Z,2012-01-04T00:00:00Z,2012-01-04T00:00:00Z,-152,-55.27,19.947,5.734,5.734,0,0,2011-10-26T00:00:00Z,09:10:21,P1184-109
007-000001184,913,7,Department of Defense,Mission Planning System Increment 4,2648,P1184-110,Sustainment of Platform MPEs,5,onTime,2010-01-10T00:00:00Z,2015-01-10T00:00:00Z,,,0,0,21.271,10.363,10.363,0,0,2011-10-26T00:00:00Z,09:10:21,P1184-110
007-000001202,902,7,Department of Defense,Warfighter Information Network - Tactical Increment 1,2649,P1202-101,Net Centric Waveform (NCW)/Colorless Core Modification Work Order (MWO) - FY12,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,34.848,34.848,34.848,0,0,2012-01-30T00:00:00Z,13:41:18,P1202-101
007-000001208,903,7,Department of Defense,Warfighter Information Network - Tactical Increment 2,2650,P1208-101,Full Rate Production Decision Review,2,delay,2010-02-13T00:00:00Z,2012-09-15T00:00:00Z,,,-107,-83.59,924.731,22.111,22.111,0,0,2012-07-03T00:00:00Z,07:25:00,P1208-101
007-000001242,904,7,Department of Defense,Warfighter Information Network - Tactical Increment 3,2651,P1242-101,Transmission Subsystem (TSS) Critical Design Review (CDR),5,delay,2007-02-07T00:00:00Z,2012-04-15T00:00:00Z,2012-04-15T00:00:00Z,2012-04-15T00:00:00Z,-138,-25.18,287.808,176.842,176.842,0,0,2011-10-26T00:00:00Z,09:10:23,P1242-101
007-000001243,918,7,Department of Defense,Teleport Generation 1/2,2652,P1243-101,Technology Refreshment (Tech Refresh),1,onTime,2011-01-08T00:00:00Z,2012-01-10T00:00:00Z,2012-01-10T00:00:00Z,2012-01-10T00:00:00Z,0,0,13.357,8.567,8.567,0,0,2012-01-30T00:00:00Z,13:41:18,P1243-101
007-000001248,919,7,Department of Defense,Teleport Generation 3,2653,P1248-102,Phase 1 AEHF XDR,5,onTime,2010-01-10T00:00:00Z,2015-09-30T00:00:00Z,2013-04-04T00:00:00Z,2013-04-04T00:00:00Z,0,0,105.57,5.948,5.948,0,0,2012-07-03T00:00:00Z,07:27:23,P1248-102
007-000001372,1122,7,Department of Defense,NAVY TACTICAL COMMAND SUPPORT SYSTEM,2654,P1372-101,Naval Tactical Command Support System (NTCSS),29,onTime,1992-12-21T00:00:00Z,2021-12-31T00:00:00Z,2014-09-30T00:00:00Z,2014-09-30T00:00:00Z,0,0,31112.9,39.029,39.029,0,0,2012-07-26T00:00:00Z,12:00:13,P1372-101
007-000001550,914,7,Department of Defense,Integrated Strategic Planning and Analysis Network - Increment 3,2655,P1550-101,ISPAN Collaborative Information Environment Increment 3 Milestone B decision,0,onTime,2012-01-04T00:00:00Z,2012-12-31T00:00:00Z,,,0,0,1.2,1.2,1.2,0,0,2011-10-26T00:00:00Z,09:10:24,P1550-101
007-000001555,905,7,Department of Defense,Joint Battle Command-Platform,2656,P1555-101,Joint Battle Command - Platform (JBC-P) Development,4,onTime,2009-01-10T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,203.192,44.506,44.495,0.011,0.02,2012-03-15T00:00:00Z,12:31:59,P1555-101
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,2657,P1640-104,Reserve Component Automation System (RCAS) Infrastructure Refresh.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,41.248,41.248,41.248,0,0,2012-09-01T00:00:00Z,09:49:07,P1640-104
007-000001640,1115,7,Department of Defense,RESERVE COMPONENT AUTOMATION SYSTEM,2658,P1640-105,Reserve Component Automation System (RCAS) Lifecycle Software Sustainment.,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,41.487,41.487,41.487,0,0,2012-07-03T00:00:00Z,07:25:00,P1640-105
007-000001667,1116,7,Department of Defense,Integrated Data Environment/Global Transportation Network Convergence,2659,P1667-101,Transportation Tracking Number (TTN),3,onTime,2009-01-06T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,19.483,1.35,1.35,0,0,2011-10-26T00:00:00Z,09:10:25,P1667-101
007-000001699,1123,7,Department of Defense,SHIPBOARD MANAGEMENT INFORMATION SYSTEM,2660,P1699-101,SMIS FY12 Technology Refresh and Deployment,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,8.574,4.9,4.9,0,0,2012-11-01T00:00:00Z,08:35:34,P1699-101
007-000001699,1123,7,Department of Defense,SHIPBOARD MANAGEMENT INFORMATION SYSTEM,2661,P1699-102,Entered in error,0,advance,2011-01-11T00:00:00Z,2011-01-11T00:00:00Z,2012-09-28T00:00:00Z,2011-01-12T00:00:00Z,28,8.43,0,4,0,4,100,2012-02-23T00:00:00Z,10:08:24,P1699-102
007-000001794,52,7,Department of Defense,STANDARD PROCUREMENT SYSTEM,2662,P1794-101,Service Release 14,0,delay,2011-05-31T00:00:00Z,2012-03-29T00:00:00Z,2012-03-29T00:00:00Z,2012-03-29T00:00:00Z,-155,-51.16,1.415,1.415,1.415,0,0,2011-10-26T00:00:00Z,09:10:28,P1794-101
007-000001794,52,7,Department of Defense,STANDARD PROCUREMENT SYSTEM,2663,P1794-103,Product Sustainment 2012,1,onTime,2012-01-01T00:00:00Z,2012-12-31T00:00:00Z,,,0,0,2.595,2.595,2.595,0,0,2011-10-26T00:00:00Z,09:10:28,P1794-103
007-000001854,86,7,Department of Defense,Battle Control System Fixed,2664,P1854-101,Battle Control System-Fixed,5,delay,2006-12-26T00:00:00Z,2012-02-17T00:00:00Z,,,-202,-10.75,89.3,89.3,89.3,0,0,2012-02-23T00:00:00Z,10:30:17,P1854-101
007-000001911,50,7,Department of Defense,Theater Battle Management Core System,2665,P1911-104,TBMCS UL Increment 2,2,delay,2009-02-27T00:00:00Z,2012-01-11T00:00:00Z,2012-01-31T00:00:00Z,2012-12-07T00:00:00Z,-213,-104.93,2.5,2.5,2.65,-0.15,-6,2011-10-26T00:00:00Z,09:10:31,P1911-104
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2666,P1913-101,Medical Situation Awareness Technology (MSAT)/Theater Medical Data Store (TMDS) development and integration,2,onTime,2010-09-30T00:00:00Z,2012-09-29T00:00:00Z,2012-09-29T00:00:00Z,2012-09-29T00:00:00Z,0,0,14.596,14.596,14.596,0,0,2012-07-20T00:00:00Z,06:14:25,P1913-101
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2667,P1913-102,TMIP Composite Health Care System Cache (TC2),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.546,0.546,0.546,0,0,2012-01-06T00:00:00Z,10:50:34,P1913-102
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2668,P1913-103,Theater Integration,2,onTime,2010-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,17.695,17.695,17.695,0,0,2012-07-20T00:00:00Z,06:14:25,P1913-103
007-000002166,55,7,Department of Defense,Advanced Field Artillery Tactical Data System,2669,P2166-101,AFATDS Capability Set 13-14 (V6.8),2,delay,2010-02-28T00:00:00Z,2012-12-17T00:00:00Z,,,-98,-14.87,23.4,15.6,15.6,0,0,2012-01-20T00:00:00Z,13:04:56,P2166-101
007-000002166,55,7,Department of Defense,Advanced Field Artillery Tactical Data System,2670,P2166-102,AFATDS Capability Set 15-16 (V6.8.X),2,onTime,2012-03-26T00:00:00Z,2015-03-15T00:00:00Z,,,0,0,59.1,19.7,19.7,0,0,2012-01-20T00:00:00Z,13:04:56,P2166-102
007-000002180,53,7,Department of Defense,INSTALLATION INFORMATION INFRASTRUCTURE MODERNIZATION PROGRAM,2671,P2180-101,Installation Information Infrastructure Modernization Program,18,onTime,2000-01-10T00:00:00Z,2018-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,495.518,480.261,480.261,0,0,2012-02-29T00:00:00Z,09:53:43,P2180-101
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2672,P2213-101,Collapse Development and Integration,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,35.566,0.37,12.968,-12.598,-3404.86,2012-04-01T00:00:00Z,13:31:41,P2213-101
